    1    1    1     24.0000    1     1     1.000     1.000
    1    1    2     28.3000    3     1     1.000     1.000
    1    1    5    859.8000   16     1     1.000     1.000
    1    1   20    205.3000   18     1     1.000     1.000
    1    1  278    308.0000   15     1     1.000     1.000
    1    2    1     24.1000    2     2     1.000     1.000
    1    2    2     28.4000    4     2     1.000     1.000
    1    2    5    891.7000   17     2     1.000     1.000
    1    2   20    232.4000   19     2     1.000     1.000
    1    2  278    338.8000   16     2     1.000     1.000
    2    1    1     24.0000    1     1     1.000     1.000
    2    1    5   1027.4000   19     1     1.000     1.000
    2    1   28    885.6200   26     1     1.000     1.000
    2    2    1     47.4500    4     2     1.000     1.000
    2    2    5   1152.8000   21     2     1.000     1.000
    2    2   28   1025.6200   27     2     1.000     1.000
    3    1    1     47.3500    3     1     1.000     1.000
    3    1    2     51.7000   13     1     1.000     1.000
    3    1   20    276.7000   24     1     1.000     1.000
    3    1   28    840.9500   25     1     1.000     1.000
    3    1  278    308.0000   15     1     1.000     1.000
    3    2    1     47.4500    4     2     1.000     1.000
    3    2    2     51.8000   14     2     1.000     1.000
    3    2   20    294.3000   25     2     1.000     1.000
    3    2   28    885.6200   26     2     1.000     1.000
    3    2  278    338.8000   16     2     1.000     1.000
    4    1    1     47.3500    3     1     1.000     1.000
    4    1    2     51.7000   13     1     1.000     1.000
    4    1    4    947.2000   20     1     1.000     1.000
    4    1  278    338.8000   16     1     1.000     1.000
    4    2    1     47.4500    4     2     1.000     1.000
    4    2    2     51.8000   14     2     1.000     1.000
    4    2    4   1080.2000   21     2     1.000     1.000
    4    2  278    364.0000   17     2     1.000     1.000
    5    1    1     47.3500    3     1     1.000     1.000
    5    1    2     51.7000   13     1     1.000     1.000
    5    1    4   1080.2000   21     1     1.000     1.000
    5    2    1     49.9000    5     2     1.000     1.000
    5    2    2     54.6000   17     2     1.000     1.000
    5    2    4   1106.2000   22     2     1.000     1.000
    6    1    1     54.5000    6     1     1.000     1.000
    6    1    2     60.0000   20     1     1.000     1.000
    6    2    1     54.6000    7     2     1.000     1.000
    6    2    2     60.1000   21     2     1.000     1.000
    7    1    2      3.3000    1     1     1.000     1.000
    7    1   21      6.9000    4     1     1.000     1.000
    7    1   27    340.4300   22     1     1.000     1.000
    7    2    2     26.8000    2     2     1.000     1.000
    7    2   21     61.2000   13     2     1.000     1.000
    7    2   27    369.1100   23     2     1.000     1.000
    8    1    2     28.3000    3     1     1.000     1.000
    8    2    2     35.1000    5     2     1.000     1.000
    9    1    2     28.3000    3     1     1.000     1.000
    9    2    2     51.8000   14     2     1.000     1.000
   10    1    2     40.0000    6     1     1.000     1.000
   10    2    2     40.1000    7     2     1.000     1.000
   11    1    2     41.7000    8     1     1.000     1.000
   11    2    2     41.8000    9     2     1.000     1.000
   12    1    2     44.9000   10     1     1.000     1.000
   12    2    2     45.1000   12     2     1.000     1.000
   13    1    2     45.0000   11     1     1.000     1.000
   13    2    2     54.6000   17     2     1.000     1.000
   14    1    2     51.7000   13     1     1.000     1.000
   14    2    2     54.6000   17     2     1.000     1.000
   15    1    2     51.7000   13     1     1.000     1.000
   15    1  282    120.2000    1     1     1.000     1.000
   15    2    2     51.8000   14     2     1.000     1.000
   15    2  282    121.0100    2     2     1.000     1.000
   16    1    2     53.5000   15     1     1.000     1.000
   16    1   20    244.5000   21     1     1.000     1.000
   16    1   27    340.4300   22     1     1.000     1.000
   16    2    2     53.6000   16     2     1.000     1.000
   16    2   20    256.7000   22     2     1.000     1.000
   16    2   27    369.1100   23     2     1.000     1.000
   17    1    2     53.5000   15     1     1.000     1.000
   17    2    2     53.6000   16     2     1.000     1.000
   18    1    2     56.6000   18     1     1.000     1.000
   18    2    2     56.7000   19     2     1.000     1.000
   19    1    2     56.7000   19     1     1.000     1.000
   19    2    2     60.1000   21     2     1.000     1.000
   20    1    2     60.0000   20     1     1.000     1.000
   20    1   12      0.0000    1     1     1.000     1.000
   20    1   27    427.3400   31     1     1.000     1.000
   20    2    2     60.1000   21     2     1.000     1.000
   20    2   12      8.9500    4     2     1.000     1.000
   20    2   27    432.2700   32     2     1.000     1.000
   21    1    2     60.0000   20     1     1.000     1.000
   21    1   12     26.1500    8     1     1.000     1.000
   21    1   17    305.9500    2     1     1.000     1.000
   21    1   30    305.4300    8     1     1.000     1.000
   21    2    2     60.1000   21     2     1.000     1.000
   21    2   12     69.4700   13     2     1.000     1.000
   21    2   17    376.6600    6     2     1.000     1.000
   21    2   30    356.8300    9     2     1.000     1.000
   22    1    2     61.2000   22     1     1.000     1.000
   22    2    2     63.5000   23     2     1.000     1.000
   23    1    2     64.9000   24     1     1.000     1.000
   23    2    2     66.8000   26     2     1.000     1.000
   24    1    2     64.9000   24     1     1.000     1.000
   24    2    2     65.0000   25     2     1.000     1.000
   25    1    2     70.0000   27     1     1.000     1.000
   25    1   10      0.0000    1     1     1.000     1.000
   25    1   21     80.6000   16     1     1.000     1.000
   25    1   27    432.2700   32     1     1.000     1.000
   25    2    2    113.5000   36     2     1.000     1.000
   25    2   10      0.1000    2     2     1.000     1.000
   25    2   21    160.0000   20     2     1.000     1.000
   25    2   27    504.1500   35     2     1.000     1.000
   26    1    2     70.0000   27     1     1.000     1.000
   26    1    9      5.3000    7     1     1.000     1.000
   26    2    2     70.1000   28     2     1.000     1.000
   26    2    9      8.8100    8     2     1.000     1.000
   27    1    2     73.3000   29     1     1.000     1.000
   27    2    2     81.8000   33     2     1.000     1.000
   28    1    2     73.3000   29     1     1.000     1.000
   28    2    2     81.8000   33     2     1.000     1.000
   29    1    2     73.3000   29     1     1.000     1.000
   29    2    2     73.4000   30     2     1.000     1.000
   30    1    2     73.3000   29     1     1.000     1.000
   30    1   17    768.5200   24     1     1.000     1.000
   30    1   20    548.3000   58     1     1.000     1.000
   30    1   24    115.0000    6     1     1.000     1.000
   30    1   26      2.1000    5     1     1.000     1.000
   30    1  281     27.5000    5     1     1.000     1.000
   30    1  284     10.0000    1     1     1.000     1.000
   30    2    2     73.4000   30     2     1.000     1.000
   30    2   17    816.8600   36     2     1.000     1.000
   30    2   20    560.8400   59     2     1.000     1.000
   30    2   24    241.0000   13     2     1.000     1.000
   30    2   26      3.8000    6     2     1.000     1.000
   30    2  281     28.0100   12     2     1.000     1.000
   30    2  284     14.0100    4     2     1.000     1.000
   31    1    2     75.0000   31     1     1.000     1.000
   31    2    2     75.1000   32     2     1.000     1.000
   32    1    2     85.0000   34     1     1.000     1.000
   32    2    2     85.1000   35     2     1.000     1.000
   33    1    2    121.7000   37     1     1.000     1.000
   33    1    8      0.0000    1     1     1.000     1.000
   33    1   10      0.0000    1     1     1.000     1.000
   33    1   24     18.0000    2     1     1.000     1.000
   33    1   25   1128.0000   10     1     1.000     1.000
   33    1   26     41.3400   22     1     1.000     1.000
   33    2    2    148.3000   38     2     1.000     1.000
   33    2    8      0.1000    2     2     1.000     1.000
   33    2   10      1.3900    5     2     1.000     1.000
   33    2   24    235.0000   12     2     1.000     1.000
   33    2   25   1238.0000   15     2     1.000     1.000
   33    2   26     43.4900   27     2     1.000     1.000
   34    1    2    150.0000   39     1     1.000     1.000
   34    1   15    102.9000    2     1     1.000     1.000
   34    1   20    330.3100   28     1     1.000     1.000
   34    1   25    290.0000    1     1     1.000     1.000
   34    1   26      0.0000    1     1     1.000     1.000
   34    1   27    427.3400   31     1     1.000     1.000
   34    1   28   1867.9900   36     1     1.000     1.000
   34    2    2    150.1000   40     2     1.000     1.000
   34    2   15    387.7000   15     2     1.000     1.000
   34    2   20    345.2000   29     2     1.000     1.000
   34    2   25   1278.0000   16     2     1.000     1.000
   34    2   26      0.1000    2     2     1.000     1.000
   34    2   27    432.2700   32     2     1.000     1.000
   34    2   28   2791.5400   48     2     1.000     1.000
   35    1    2    150.0000   39     1     1.000     1.000
   35    1    6     22.9600   16     1     1.000     1.000
   35    1   12     78.8200   15     1     1.000     1.000
   35    1   15    180.3000    5     1     1.000     1.000
   35    1   17    768.8200   25     1     1.000     1.000
   35    1   20    330.3100   28     1     1.000     1.000
   35    1   27    427.3400   31     1     1.000     1.000
   35    1   30    286.7400    6     1     1.000     1.000
   35    2    2    150.1000   40     2     1.000     1.000
   35    2    6     32.7100   21     2     1.000     1.000
   35    2   12     79.7200   16     2     1.000     1.000
   35    2   15    213.3000    6     2     1.000     1.000
   35    2   17    781.5500   26     2     1.000     1.000
   35    2   20    345.2000   29     2     1.000     1.000
   35    2   27    432.2700   32     2     1.000     1.000
   35    2   30    297.8300    7     2     1.000     1.000
   36    1    2    156.7000   41     1     1.000     1.000
   36    2    2    156.8000   42     2     1.000     1.000
   37    1    3      0.0000    1     1     1.000     1.000
   37    1  274    304.3000   23     1     1.000     1.000
   37    1  279    367.1000   39     1     1.000     1.000
   37    2    3      0.1000    2     2     1.000     1.000
   37    2  274    315.2000   24     2     1.000     1.000
   37    2  279    395.1100   42     2     1.000     1.000
   38    1    3      0.0000    1     1     1.000     1.000
   38    2    3      0.1000    2     2     1.000     1.000
   39    1    3      0.0000    1     1     1.000     1.000
   39    1   11    294.1000    3     1     1.000     1.000
   39    1  274    244.0000   19     1     1.000     1.000
   39    2    3      0.1000    2     2     1.000     1.000
   39    2   11    339.1000    4     2     1.000     1.000
   39    2  274    315.2000   24     2     1.000     1.000
   40    1    3      0.1000    2     1     1.000     1.000
   40    1    4    261.1000   10     1     1.000     1.000
   40    2    3     50.3300   10     2     1.000     1.000
   40    2    4    305.1000   11     2     1.000     1.000
   41    1    3      0.1000    2     1     1.000     1.000
   41    2    3      7.4000    5     2     1.000     1.000
   42    1    3      0.1000    2     1     1.000     1.000
   42    1   14     60.8000    5     1     1.000     1.000
   42    1  274    315.2000   24     1     1.000     1.000
   42    2    3     13.3400    6     2     1.000     1.000
   42    2   14     64.9000    6     2     1.000     1.000
   42    2  274    337.6000   25     2     1.000     1.000
   43    1    3      0.1000    2     1     1.000     1.000
   43    2    3      5.2000    3     2     1.000     1.000
   44    1    3      0.1000    2     1     1.000     1.000
   44    2    3      5.2000    3     2     1.000     1.000
   45    1    3      6.0000    4     1     1.000     1.000
   45    1    4    261.1000   10     1     1.000     1.000
   45    1    7    444.7500   46     1     1.000     1.000
   45    1   28     69.7000    6     1     1.000     1.000
   45    1  279    444.7500   48     1     1.000     1.000
   45    2    3     31.5200    7     2     1.000     1.000
   45    2    4    305.1000   11     2     1.000     1.000
   45    2    7    528.9500   53     2     1.000     1.000
   45    2   28    141.7000    8     2     1.000     1.000
   45    2  279    505.6600   54     2     1.000     1.000
   46    1    3      6.0000    4     1     1.000     1.000
   46    1    4    305.1000   11     1     1.000     1.000
   46    1    5      0.1000    1     1     1.000     1.000
   46    1   11    294.1000    3     1     1.000     1.000
   46    1   28    292.1300   12     1     1.000     1.000
   46    1  274    315.2000   24     1     1.000     1.000
   46    1  278      0.1000    1     1     1.000     1.000
   46    2    3     13.3400    6     2     1.000     1.000
   46    2    4    373.1000   13     2     1.000     1.000
   46    2    5    147.6000    6     2     1.000     1.000
   46    2   11    339.1000    4     2     1.000     1.000
   46    2   28    342.1300   13     2     1.000     1.000
   46    2  274    337.6000   25     2     1.000     1.000
   46    2  278      9.4000    2     2     1.000     1.000
   47    1    3      6.0000    4     1     1.000     1.000
   47    2    3      7.4000    5     2     1.000     1.000
   48    1    3      7.4000    5     1     1.000     1.000
   48    1  274    315.2000   24     1     1.000     1.000
   48    2    3     50.3300   10     2     1.000     1.000
   48    2  274    337.6000   25     2     1.000     1.000
   49    1    3      7.4000    5     1     1.000     1.000
   49    1  274    337.6000   25     1     1.000     1.000
   49    2    3     50.3300   10     2     1.000     1.000
   49    2  274    366.1000   27     2     1.000     1.000
   50    1    3      7.4000    5     1     1.000     1.000
   50    1  274    337.6000   25     1     1.000     1.000
   50    2    3     41.8800    9     2     1.000     1.000
   50    2  274    402.3000   29     2     1.000     1.000
   51    1    3      7.4000    5     1     1.000     1.000
   51    1  274    337.6000   25     1     1.000     1.000
   51    2    3     41.8800    9     2     1.000     1.000
   51    2  274    358.3000   26     2     1.000     1.000
   52    1    3      7.4000    5     1     1.000     1.000
   52    1  274    284.2000   22     1     1.000     1.000
   52    2    3     31.5200    7     2     1.000     1.000
   52    2  274    358.3000   26     2     1.000     1.000
   53    1    3      7.4000    5     1     1.000     1.000
   53    1  274    337.6000   25     1     1.000     1.000
   53    1  278    177.5000    8     1     1.000     1.000
   53    2    3     37.7800    8     2     1.000     1.000
   53    2  274    492.2000   33     2     1.000     1.000
