   61   2   1574.00   1808.00   1275.00   1592.00   1230.00   1655.00   1412.00 
   59   2   1574.00   1808.00   1275.00   1592.00   1230.00   1655.00   1412.00 
   61   1   1574.00   1795.00   1275.00   1592.00   1230.00   1655.00   1412.00 
   58   2   1570.00   1795.00   1275.00   1592.00   1230.00   1655.00   1412.00 
   60   2   1570.00   1795.00   1267.00   1592.00   1230.00   1655.00   1412.00 
   50   2   1570.00   1795.00   1267.00   1592.00   1230.00   1655.00   1412.00 
   60   1   1570.00   1795.00   1267.00   1592.00   1230.00   1655.00   1412.00 
   42   2   1570.00   1779.00   1267.00   1592.00   1230.00   1655.00   1412.00 
   41   2   1570.00   1779.00   1267.00   1565.00   1230.00   1655.00   1396.00 
   59   1   1570.00   1779.00   1267.00   1565.00   1230.00   1655.00   1396.00 
   55   2   1570.00   1779.00   1267.00   1565.00   1215.00   1655.00   1396.00 
   56   2   1570.00   1779.00   1265.00   1565.00   1215.00   1650.00   1393.00 
   53   2   1570.00   1779.00   1265.00   1565.00   1215.00   1650.00   1393.00 
   54   2   1561.00   1779.00   1265.00   1565.00   1215.00   1650.00   1393.00 
   51   2   1547.00   1779.00   1265.00   1565.00   1215.00   1650.00   1393.00 
   58   1   1547.00   1779.00   1265.00   1565.00   1215.00   1650.00   1393.00 
   49   2   1547.00   1779.00   1248.00   1565.00   1200.00   1650.00   1393.00 
   48   2   1547.00   1779.00   1248.00   1565.00   1200.00   1650.00   1393.00 
   48   1   1547.00   1779.00   1248.00   1565.00   1200.00   1650.00   1393.00 
   50   1   1547.00   1779.00   1248.00   1565.00   1200.00   1650.00   1393.00 
   54   1   1547.00   1771.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   49   1   1547.00   1771.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   52   2   1538.00   1771.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   52   1   1538.00   1771.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   57   2   1538.00   1751.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   43   2   1538.00   1751.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   53   1   1538.00   1751.00   1248.00   1560.00   1200.00   1650.00   1393.00 
   55   1   1538.00   1751.00   1247.00   1560.00   1200.00   1650.00   1393.00 
   47   2   1532.00   1751.00   1247.00   1559.00   1200.00   1650.00   1393.00 
   56   1   1532.00   1751.00   1247.00   1559.00   1200.00   1650.00   1393.00 
   51   1   1532.00   1751.00   1247.00   1559.00   1200.00   1647.00   1393.00 
   45   2   1532.00   1751.00   1247.00   1559.00   1190.00   1647.00   1393.00 
   25   2   1532.00   1744.00   1247.00   1559.00   1190.00   1647.00   1369.00 
   46   2   1532.00   1744.00   1247.00   1559.00   1190.00   1647.00   1369.00 
   57   1   1532.00   1744.00   1247.00   1559.00   1190.00   1647.00   1369.00 
   46   1   1532.00   1744.00   1223.00   1559.00   1190.00   1638.00   1369.00 
   44   2   1532.00   1744.00   1223.00   1559.00   1190.00   1638.00   1369.00 
   44   1   1532.00   1744.00   1223.00   1559.00   1190.00   1638.00   1369.00 
   47   1   1529.00   1744.00   1223.00   1559.00   1180.00   1622.00   1369.00 
   38   2   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   31   2   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   35   2   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   22   2   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   39   2   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   41   1   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   45   1   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   38   1   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   42   1   1529.00   1744.00   1223.00   1557.00   1180.00   1622.00   1369.00 
   43   1   1529.00   1744.00   1223.00   1557.00   1125.00   1618.00   1369.00 
   36   2   1516.00   1725.00   1223.00   1548.00   1125.00   1618.00   1369.00 
   40   2   1516.00   1725.00   1223.00   1548.00   1125.00   1618.00   1369.00 
   36   1   1516.00   1725.00   1223.00   1548.00   1125.00   1618.00   1369.00 
   40   1   1516.00   1725.00   1223.00   1548.00   1125.00   1609.00   1369.00 
   21   2   1504.00   1725.00   1223.00   1548.00   1125.00   1609.00   1369.00 
   17   2   1504.00   1725.00   1223.00   1537.00   1125.00   1609.00   1369.00 
   26   2   1504.00   1706.00   1223.00   1537.00   1125.00   1609.00   1369.00 
   18   2   1504.00   1706.00   1223.00   1537.00   1125.00   1609.00   1369.00 
   39   1   1504.00   1706.00   1218.00   1537.00   1125.00   1609.00   1369.00 
   33   2   1504.00   1706.00   1201.00   1537.00   1125.00   1609.00   1369.00 
